,Id_block_Mots_en_commun,Mots_en_commun,Id_block_Mots_differents,Mots_dans_nrc_pas_dans_elal,Id_block_Mots_als,Mots_en_alsacien,Id_block_text_fr,Text_fr,Id_block_text_als,Text_als
176,64.0,père,25.0,facteur,37.0,Vater,176.0,"Comme on est arriéré ici!
Et on peut faire de si jolies excursions à la campagne le dimanche.
C'est si amusant de voir la campagne, et c'est instructif.....
Nous avons déjà fait 150 kilomètres aujourd'hui.
En vélo ?
",176.0,"Comme on est en arrière ici!
Et on peut faire de si jolies excursions à la campagne le dimanche.
C'est si amusant de voir la campagne et c'est instructif...
Nous avons déjà fait 150 kilomètres aujourd'hui.
Mit 'm Velo ?
"
177,64.0,élève,,,38.0,Flint,177.0,"Cela va plus vite.
— A propos, y a-t-il loin d'ici à la gare ?
La gare est-elle éloignée ?
Vous savez, mon pneu est crevé.
Il y a une bonne demi-heure.
",177.0,"Cela va plus vite.
— A propos est-ce loin d'ici à la gare ?
Isch's wytt bis an d'Isebahn ?
Vous savez mon pneu est crevé.
E guets halbs Stündl.
"
178,64.0,apprendre,25.0,lettre,38.0,Henkereij,178.0,"Tiens, une idée, si je leur en imposais un peu, en leur donnant une petite leçon de danse.
Et cela me changerait des bals de la ville, dont j'ai plein le dos !
C’est rustique, j'aime le rustique.
Charmante demoiselle, vous permettez ?
Auriez-vous l'extrême obligeance de faire un tour de valse avec moi, Mademoiselle ?
",178.0,"Tiens, une idee, si je leur en imposais un peu, en leur donnant une petite lecon de danse.
Et cela me changerait des bals de la ville, dont j'ai plein le dos!
C'est rustique, j'aime rustique.
Holdes Fräulein, Sie gestatten ?
Auriez-vous l'extrême obligeance de fair un tour de valse avec moi, Mademoiselle ?
"
179,65.0,temps,,,38.0,Ja,179.0,"Si je n'avais pas mes canards, je me tiendrais le ventre de rire.
Engager une demoiselle qui porte un pantalon!
Oh! Oh! qu'est-ce qu'il y a, encore un garnement, qui se dispute avec le garde-champêtre ?
Je vais filer, je ne veux pas être témoin.
Ne faites donc pas autant de bruit pour cette oie que j'ai écrasée,
",179.0,"Wenn i jetzt nit mini Ente hätt, ze tät i m'r de Büch hewe for Lache!
Aeni ze-n-engagiere, wie Hosse-n-anhett!
Oho, was isch do los, noch e wüetiger Scheereschliffer, wie Händel hett mit 'm Bolizejgard ?
Do will i mi awer üs’m Staub mache, ich will nit Zejie sin.
Mache Se doch kenn so Läwesdaa wäje dere Gans, wie ich iwerfahre hab;
"
180,65.0,content,27.0,neveu,39.0,Schwarzer,180.0,"Mais vous avez tué une oie, et je vous dresse procès-verbal.
D'abord, parlez donc doucement et calmez-vous donc, mon Dieu.
Garçon, apportez donc une menthe à Monsieur.
Oui, oui, j’amènerai Monsieur l'Inspecteur dans un instant, mais faites de suite nettoyer l'écurie.
— Cela l'intéressera sûrement !
",180.0,"Sie haben aber eine Gans zu tot gefahren ünd deshalb protokolliere ich Sie.
Ze calmiere sie sich zerscht e Gottsnamme.
Garçon, bringe Se dem Herre doch e Menthe.
Ja, ja, ich wurr de-n-Inspakter im Aeujeblick bringe, lon awer de Stali zerscht e biss'l fäje.
— Diss wurde ne sicher interesseere !
"
181,65.0,idée,27.0,espèce,39.0,wohr,181.0,"Il danse sans doute.
Je dois vous dresser un procès-verbal.
Qu'est-il donc encore arrivé ?
Le délinquant a écrasé une oie.
Ah!
",181.0,"— Der tanzt allewäy.
Ich müss Sie protokollieren.
Was isch do wid'r los ?
Eine Gans hat dieser Delinkunde überfahren.
Ah?
"
182,66.0,bouquet,27.0,inspecteur,39.0,vergasse,182.0,"Si cela continue, bientôt on fermera le village le dimanche, et on sèmera des clous de souliers dans la rue.
Comment l'accident est-il donc arrivé ?
Je me trouvais précisément dans la rue, lorsque je vis de loin le délinquant s'approcher sur un vélo: je le reconnus pour un vélocipédiste qui passa sur une oie: elle périt sur le coup.
Est-ce que cette histoire de brigands est terminée ?
Bon, faites un procès à ce garçon.
",182.0,"Wenn's e so furt geht, ze sperre m'r s'nächst am Sundaö s'Dorf ab, un saje Schuehnejel uff d'Stross.
Wie isch denn die G’schicht zügange ?
Ich stand gerade äuf der Strasse, als ich schon von Weitem den herannahenden Delinkunden auf einem Velo sah und ihn als Velocipedisten erkannte, womit er eine Gans überfuhr, die sofort den Geischt aufgab.
So, isch die Reiwersg'schicht ferti ?
Guet, mache dem Kerl e Protokoll...
"
183,66.0,père,27.0,assesseur,39.0,Sehn,183.0,"où est Monsieur l'Inspecteur ?
M. l'Inspecteur, je vous cherchais précisément pour vous montrer quelque chose qui vous intéressera sürement.....
Mais, que diable, Marie, je crois que tu sautes comme la grand’mère du diable ?
Vous m'excuserez si je note cette expression.
Oui, ce Monsieur m'a marché sur le pied.
",183.0,"Wo isch d'r Herr Inspakter?
Herr Inspakter, grad hawi Se g'suecht, ebs wie Se-n-allewäj intresseere wurd .....
Awer, was Deifels. Marie, ich gläub, dü hupfsch, wie im Deifel sini Grossmueter ?
Sie entschuldigen, das muss ich mir notieren.
Ja, d'r Herr isch m'r uff de Fuess getrette.
"
184,66.0,temps,,,40.0,Herr,184.0,"Bien, bien, avec le temps tu t'habitueras à cela.
Oui, ce m'est certainement très pénible;
je vous prie mille fois de m'excuser.
Depuis que j'ai perdu mon lorgnon cette après-midi, je ne vois presque plus rien.
Il n'y a pas de quoi!
",184.0,"— Recht so, recht so, m'r muess sich bezytte dran gewöhne.
Ja, es tut mir wirklich leid,
ich bitte tausendmal um Entschuldigung.
Seit ich meine Brille eingebüsst habe diesen Nachmittag, sehe ich beinahe nichts mehr.
Kenn Ursach,
"
185,67.0,bouquet,28.0,montrer,40.0,Freundlich,185.0,"— C'est un honneur pour Marie.
Eh bien, merci!
Ah! bonjour M. le Docteur, comment allez-vous donc?
Je vous reconnaissais à peine.
Vous paraissez tout changé !
",185.0,"— Diss isch e-n-Ehr for's MARIE
E ben Merci !
Ach, guten Tag, Herr Doktor, wie geht's Ihnen denn ?
Ich hätte Sie beinahe nicht wieder erkannt,
Sie sehen ganz verändert aus !
"
186,67.0,décoration,28.0,ordre,40.0,guet,186.0,"Nom de Dieu!
Ils se connaissent!
J'ai fait une jolie gaffe !
Aïe mes rhumatismes!
Ah! vous connaissez M. l'Inspecteur Miller ?
",186.0,"Non-de-dije !
Die kenne sich!
Do hawi e scheeni Veehheit gemacht.
— Ei mini Rheumatisse !
Ach, Sie kenne de Herr Inspakter Miller ?
"
187,67.0,mettre,28.0,affaire,40.0,gueti,187.0,"Et comment!
Mais il s'appelle Miller!
—
Ah! j'ai tout à fait oublié que, depuis mon avancement à la Sous-Préfecture...
il m'a été accordé, comme une distinction très honorable, de pouvoir porter le nom de Müller........
",187.0,"Un wie!
Miller heisst doch der Herr ?
—
Ach, ich habe ja ganz vergessen, Ihnen mitzuteilen, dass seit meinem Avancement in der Kreisdirektion...
mir die ehrenvolle Auszeichnung zuteil geworden ist, den Namen Müller tragen zu dürfen...
"
188,68.0,bien,29.0,chose,40.0,recht,188.0,"Ah ?...
Oui, oui, oui!
en effet!
c'est très juste, j'ai déjà entendu parler de cela.
Je vous félicite encore après coup!
",188.0,"Ah ?...
Oui, oui, oui!
En effet!
Richtig, ich habe ja davon sprechen hören.
Ich gratuliere Ihnen noch nachträglich !
"
189,69.0,décoration,,,40.0,kumme,189.0,"Ce n'est pas très clair!
qu'est-ce qu'il peut bien y avoir là-dessous ?
Vous permettez que je vous présente M. Pfeffer ?
M. le Maire, sa fille Mlle Marie.
C’est mon brun!
",189.0,"Do isch ebs nit recht klor!
Was muess do d'rhinter stecke ?
Sie erlauben, dass ich Ihnen Herrn Pfeffer vorstelle ..?
Der Herr Bürgermeister, seine Tochter, Fräulein Marie.
Diss isch miner Schwarz !
"
190,69.0,bien,,,41.0,Ja,190.0,"Vous êtes peut-être de la famille de M. Pfeffer, le gros épicier de la ville?
Oui, M. Pfeffer est mon père.
Alors vous êtes son fils?
Je m'en réjouis!
Je suis un bon client de votre père, et, l'année dernière, au Tribunal, nous avons fait partie du même jury.
",190.0,"Sin Sie ebbe in der Famile vom Herr Pfeffer, dem grosse-n-Epicier in d'r Stadt ?
D'r Herr Pfeffer isch miner Babbe.
So, so, un Sie sin siner Sohn ?
— Dis fräit mi jetzt!
Ich bin e gueter Client vun Ihrem Babbe un s’vorig Johr sin m'r mitnander Jury gewahn uff 'm Tribenal.
"
191,70.0,concours,,,41.0,gut,191.0,"Il ne faut pas prendre au sérieux ce qui vient de se passer
ce n’était qu’une plaisanterie;
le garde-champêtre est un homme trop naïf.
Il ne reste plus rien du procès-verbal !
Il ne faut pas en parler à M. l'Inspecteur.
",191.0,"Ihr muehn m’r's nit in iwwel nemme vun ewe
s'isch numme G'schpass gewahn.
D'r Polizejgard isch zu e-n-än-fältiger Mensch.
Ues dem Protokoll wurd wid'r nix !
Ihr brüche-n-im Inspakter nix d'rvun ze verrote.
"
192,71.0,agriculture,,,41.0,Herr,192.0,"En attendant, excusez-moi si je vous laisse un moment seul avec ma fille;
il faut que je montre à M. l'Inspecteur quelque chose qui l'intéressera beaucoup.
Sacrebleu !
c’est ridicule!
simplement ridicule !
",192.0,"En attenta muehn se-n-excüsiere, wenn ich se e Moment ellän loss mit minere Tochter,
ich muess nämli im Herr Inspakter unfehlbar ebs zäje, wie ne ari intresseert.
Alle Wetter!
Lächerlich!
Einfach lächerlich !
"
193,72.0,concours,31.0,honorer,41.0,wichtigen,193.0,"Je suis très impatient !
Avant tout, que pensez-vous de ces lunettes ?
Elles sont très bonnes;
le verre est irréprochable !
A la bonne heure !
",193.0,"Ich bin sehr gespannt !
Avant tü, was halte-n-'r vun dere Brill ?
Die ist sehr gut,
tadelloses Glas!
A la bonheur!
"
194,72.0,voisin,31.0,histoire,41.0,Töchter,194.0,"c'étaient celles de sa grand-mère;
ce sont de fameuses lunettes.
Vous pouvez vous en servir encore aujourd'hui......
Précisément l'aubergiste m'a dit qu'il lui, serait très agréable si vous vouliez bien faire une petite visite à son écurie;
il a un veau qui a été primé il y a deux ans, il serait curieux de voir si vous le reconnaissez.
",194.0,"Sie stammt vun sinere Grossmueder.
E famosi Brill, di könne-n-'r hytt noch guet brüche...
Grad hett m'r nämli d'r Wirt g'säit, s'wär 'm zü anständi, wenn 'r e-n-Aeueblick sini Stallung löuje wotte,
er hett e Kalwe, wie for zwei Johre d'r Pris bekumme hett ;
er wär nejgeerig, eb Se se noch kenne.
"
195,72.0,médaille,31.0,jus,42.0,mein,195.0,"Ce n'est pas tout!
Il a encore un poulain qu'il veut envoyer au prochain concours, et il désire savoir si vous pensez qu’il puisse obtenir un prix?
Sont-ils fous ou est-ce moi ?
Nous ne pouvons pas faire autrement........
C'est un bon bourgeois .....
",195.0,"Diss isch nit alles!
Er hett noch e Fohle, wie 'r uff d’nächst Prämeerung schicke will, un 'r möcht zü gäre wisse, was ejri Mänung driwer isch, eb 'r ebbe e Pris bekumme könnt?
Sin die verruckt, od'r bin ich verruckt ?!
M'r könne nit andersch...
Gueter Burjer...
"
196,72.0,père,31.0,faire,42.0,Lexikon,196.0,"Pendant ce temps, tenez compagnie à Mademoiselle Marie.
Sois gentille avec ce Monsieur.
C'est singulier !
singulier !
Je veux seulement voir s’il me reconnaît.
",196.0,"Nehmen Sie sich unterdessen meiner Dame an.
Un sej artli mit dem Herre.
C'est singulier !
Singulier!
Ich will numme sehn, eb 'r mich wid'r erkennt ?
"
197,73.0,mot,31.0,nouveau,42.0,meine,197.0,"je crois, si je ne me trompe, que nous avons déjà eu l'occasion de nous voir souvent ?
Non, pas que je sache!
Vous avez cependant été en pension à la ville.
Oui, deux ans!
Comment savez-vous cela ?
",197.0,"Ich glaub, mir han uns, wenn i mi nit trumpier, als schun fruehjer öfters g'sehn ?
Nit, dass ich wisst !
Sie sind doch in d'Stadt in d'Pension gange ?
Ja, zwei Johr!
Wie here wisse Sie diss ?
"
198,74.0,père,,,42.0,liebe,198.0,"Parce que je vous ai rencontrée tous les jours, lorsque vous veniez de la rue du Dôme.
Et vous vous en souvenez encore ?
Vous devez avoir une bonne mémoire!
Ce souvenir est conservé ailleurs que dans ma mémoire.
Il a toujours pensé à moi depuis ce temps-là !
",198.0,"Wie ich Sie alle Daa angetroffe hab, wenn Sie d'Münschtergass herkumme sin.
Un do dran erinnere Sie sich noch ?
— Do müehn Sie awer e guets Gedächtnis han!
Diss Souvenir isch erix andersch uffg'hebt als im Gedächtnis.
Er hett zitt'r an mich gedenkt!
"
199,76.0,donner,31.0,femme,42.0,Jugend,199.0,"Vous savez bien qu'une demoiselle bien élevée ne regarde pas les messieurs.
Mais on a le droit de regarder cependant un tout petit peu....
Je dois vous avouer, Mlle Marie, qu'en ce temps-là, j'étais complètement fou de vous.
Est-ce possible ?!......
Vous plaisantez !
",199.0,"Sie wisse jo, dass 's sich for e Mamsell nit schickt, uff d’Herre ze löuje.
So e ganz kleins bissele derf m'r awer doch löuje...
Ich muess ne g'stehn, Mamsell Marie, dass ich zellemols ganz vernarrt bin g'sin in Sie.
Isch 's möjlich ?!...
Jo, Sie mache G'spass !
"
200,76.0,bien,31.0,kaiser,42.0,verträumt,200.0,"— Lorsque j'y pense, comme je me suis senti malheureux en ce temps-là ......
j'ai même fait des vers.
— Et, en classe, je ne faisais pas attention, et, plus d'une fois, le maître a dit:
«Pfeffer rêve encore, Pfeffer, où en sommes-nous restés ?......
Pfeffer, un blâme pour inattention!»
",200.0,"— Wenn ich dran denk, wie unglicklich ich mich zellemols g'füehlt hab...
Ich hab sogar e Gedicht gemacht.
— Un in d'r Klass hawich als nemmi uffgepasst, un meh wie einmol hett d'r Lehrer g'saat :
Pfeffer träumt wieder, Pfeffer, wo sind wir stehen geblieben ?...
Pfeffer einen Tadel wegen Unaufmerksamkeit!
"
201,77.0,chercher,32.0,maire,42.0,glücklicher,201.0,"Je n'ai jamais pensé que j'avais d'aussi lourdes fautes sur la conscience !
Je me rappelle encore si bien comment je vous ai vue pour la première fois!
Vous portiez encore une robe courte de couleur brune, et un petit chapeau de velours.
— Vous aviez une natte blonde couleur d'or, avec un ruban rouge-feu, qui, comme on sait, se voit de loin, et qui pendait sur le dos; une paire de boucles blondes s'agitait gaiement sur votre front....
En un mot, vous aviez une tête comme les anges dans le ciel !
",201.0,"Diss hawich gar nit gedenkt, dass ich so schweri Sache uff mim Gewisse hab !
Ich erinner mich noch so guet, wie ich Sie s’erscht Mol g'sehn hab.
Do han sie noch e kurzes brüns Röckele ang'hett, un e kleins Sammetkäppl uff.
— E nett's goldblond’s Zöpfl mit 'm e fierrothe Schlupf, wie m'r weiss wie wytt g’sehn hett, isch Ihne uff d’Achsel g’henkt un e paar blondi Löckle sin Ihne luschti um Ihri Stirn erumg'flattert...
Mit eim Wort, Sie han e Köpfl g'hett, wie d'Engele im Himmel.
"
202,77.0,pot,32.0,fin,42.0,Zufall,202.0,"— Vous vous souvenez donc de tout !
Je puis même vous dire le jour où, pour la première fois, vous avez porté une robe longue ....
c'était au mois de mai....
Juste !
Lorsque je pense à cela ........
",202.0,"— Dass Sie sich awer so an alles erinnere !
Ich könnt Ihne même d'r Daa saaue, wie Sie s'erscht Mol e lange Rock getraaue han....
S'isch im Mai g'sin !
Richtig !
Wenn ich dran denk....
"
203,77.0,coup,,,42.0,stiller,203.0,"Avec cela vous paraissiez si fière !
J'étais fière à cause de ma première robe longue.
Elle était rose avec de gros pois blancs.
Mais comme vous savez tout!
Dans mon étonnement, j'ai tout à fait perdu la tête, je n'ai pas fait attention au trottoir, et j'ai fait un faux pas.
",203.0,"D’rbie han Sie so stolz üsg'sehn !
Ich bin äu stolz gewahn uff mine erschte lange Rock !
Er isch roth g'sin mit grosse wisse Dupfe.
Dass Sie awer diss alles wisse !
Jo, in minere Verwunderung hawich ganz de Kopf verlore un hab nemmi uff s'Trottoir acht gän, hab e Fehltritt gemacht...
"
204,78.0,impatience,32.0,affaire,42.0,bescheidener,204.0,"Vous l'avez vu?
— Vous vous êtes trahie, je le vois, vous m'aviez certainement reconnu...
Pour qui done étaient les belles roses que vous aviez ?
Pour qui?
— Pour vous!
",204.0,"Sie han's g'sehn ?
— Sie han sich verschnappt, ich sieh, Sie han mich doch kennt...
For wenne sin denn als die scheene Rose gewahn, wie Sie als bie sich g’hett han ?
For wenne ?
— For Sie !
"
205,79.0,beau,,,42.0,einfacher,205.0,"Quand je repense à ce temps-là!
C'était un beau temps!
Savez-vous comment je vous ai baptisée ?
Car je ne connaissais pas votre nom.
Je vous appelais Angélique !
",205.0,"Wenn ich an die Zytte zeruck denk !
S'isch e scheeni Zytt gewahn !
Wisse Sie au, wie ich Sie getaift hab g'hett ?
— Denn ich hab jo ihre Name nit kennt.
Angélique hawich Sie g'heisse !
"
206,79.0,troupeau,32.0,flotte,42.0,schlecht,206.0,"Je vous ai aussi donné un nom.
Je serais curieux de le savoir !
Je ne sais pas si vous l'avez mérité.
Comment m'avez-vous appelé ?
Je vous le dirai une autre fois.
",206.0,"Ich hab Ihne äu e Name gän g'hett.
Do bin ich awer jetzt nejgierig !
Ich weiss nit, ob Sie ne verdeent han.
Wie hawich g'heisse ?
Ich saö's ne e-n-ander Mol...
"
207,80.0,aimable,32.0,air,42.0,recht,207.0,"Elle est charmante !
Comme il est aimable!
Madame et Monsieur, le chariot est prêt pour vous et vos vélos;
mais vous devez vous hâter, si vous voulez prendre le prochain train, car la route est mauvaise et semée de cailloux.
Bon, filons!
",207.0,"Elle est charmante !
Wie artig, dass 'r isch !
Ihr Herrschafte, d'r Leiterwäuje-n-isch gerischt for ejch un ejier Velo uffzelade.
Ihr muehn ejch awer tummle, wenn ’r an de nächste Zug welle, s'isch böes fahre, s'isch Kiss uff d’r Stross.
Bon, filons!
"
208,81.0,simple,,,42.0,unberührt,208.0,"nous ait vus dans cette situation !
Il sera capable de croire que nous sommes en famille avec ces paysans.....
qui sont d'un bête!
Adieu la compagnie!
Bon retour!
",208.0,"nous ait vu dans cette situation,
il sera capable de croire que nous sommes en famille avec ces paysans...
qui sont d'un bête!
Adjes binand!
kumme guet häm!
"
209,81.0,bien,32.0,rage,42.0,Gefühle,209.0,"Il se croit quelque chose!
On croirait qu'il est le filleul du premier moutardier du pape!
Pensez-vous qu'il puisse avoir la chance d'obtenir le prix ?
Ce n'est pas impossible !.......
Une possibilité existe dans le domaine de la vraisemblance, si les facteurs propres concourent, au moment opportun, pour agir sur l'objet déterminé ........
",209.0,"Der bild sich ebs ing!
M'r mänt, s'Meischters Mobs üs 'm Reed isch siner Pfetter!
Do mäne se, dass 'r Chance könnt han e Pris ze bekumme ?
Es ist nicht ausgeschlossen !...
Eine Möglichkeit liegt sehr im Bereiche der Wahrscheinlichkeit, wenn die geeigneten Faktoren im betreffenden Moment congruirend auf das bestimmte Objekt einwirken...
"
210,83.0,école,32.0,facteur,42.0,sehr,210.0,"O savant!
Quelles paroles judicieuses !
quelles paroles judicieuses !
Comme cela a été dit judicieusement !
Père, on vient de danser la dernière valse, je pense qu'il est temps de manger.
",210.0,"Gelehrter Herr!
G'schied geredd!
G'schied gerredd !
Wie diss g'schied geredd isch!
Vater, grad isch d'r letscht getanzt worre, ich mänt s'wär Asseszytt.
"
211,83.0,suite,32.0,lettre,42.0,erhaben,211.0,"Je dois noter cette expression.
Et vous, M. Pfeffer, vous êtes aussi invité.
Je ne sais pas si je puis accepter.
Oh! certainement! Vous nous ferez beaucoup de plaisir, M. Pfeffer,
le père se fâcherait si vous refusiez.
",211.0,"Muss ich mir doch notieren !
Un Sie, Herr Pfeffer, sin do dr'mit au ingelade.
Ich weiss nit, ob i acceptiere kann.
O gewiss, Sie mache-n-üns recht veel Fräid, Herr Pfeffer.
D'r Vater thät sich verzirne, wenn Sie refüseere thäte.
"
212,83.0,bien,,,42.0,Duft,212.0,"Soit, merci beaucoup !
Bonsoir Monsieur le Maire!
C’est très commode de n'avoir à s'occuper de rien,
le mariage va tout seul!
Qu'est-ce qu'il fait là?
",212.0,"Soit! Un mercie vielmol!
Guete-n-Owe, Herr Maire !
S'isch doch commod, wenn m'r sich um nix ze kimmere brücht.
die Hochzitterei geht wie am Schneerel !
Was macht er da?
"
213,83.0,maison,33.0,lettre,42.0,Gewalt,213.0,"Soignez bien mon cheval!
Compris?
Bien!
C'était un fameux tour !
sacrebleu !
",213.0,"Und dass er mir ja den Gaul recht besorgt !
Verstanden ?
Ja!
Das war eine feine Tour!
Alle Wetter !
"
214,84.0,santé,,,42.0,Gedicht,214.0,"Oui, oui, attendez, j'appelle l’aubergiste.
Service mou!
Sept heures!
Allons, il n'y a pas de mal, une joyeuse nouvelle vous fait toujours arriver à point !
Hé, vous là, écoutez un peu, venez ici!
",214.0,"Ja, ja! Warte Sie, ich ruef d’r Wirth.
Schlappe Bedienung !
Sieben Uhr!
Na, schadet nichts, mit einer freudigen Nachricht kommt man immer recht !
He, Sie da, hören Sie mal, kommen Sie mal her !
"
215,85.0,temps,33.0,démission,43.0,meine,215.0,"L’ASSESSEUR MULLER
Vous savez bien où habite le Maire ?
Le Maire, il a été ici toute l'après-midi, et.......
L’ASSESSEUR MULLER
Allons donc, cela ne peut me servir à rien, ne faites pas tant d'histoires, je voudrais savoir où il habite.
",215.0,"ASSESSOR MÜLLER
Sie werden wohl wissen, wo der Bürgermeister wohnt ?
Der Bürgermeister, der ist den ganzen Nachmittag hier gewesen, ünd....
ASSESSOR MÜLLER
Na ja, das kann mir doch nichts nützen, machen Sie keine lange Geschichten, wo er wohnt, möchte ich wissen.
"
216,86.0,éviter,,,43.0,kräftigen,216.0,"A vos ordres!
A vos ordres!
Bien alors, vous me conduirez chez lui après dîner.
Avec qui ai-je l'honneur, le grand plaisir de me trouver ?
Je suis l'assesseur Müller de la Sous-Préfecture.
",216.0,"zu Befehl!
Zu Befehl!
Gut denn, so führen Sie mich nachher nach dem Essen zu ihm.
Mit wem habe ich die Ehre, das hohe Vergnügen zü haben ?
Ich bin Regierungsassessor Müller von der Kreisdirektion.
"
217,86.0,santé,33.0,fin,43.0,gerade,217.0,"On n’entend plus que «Monsieur I'Inspecteur par-ci», «Monsieur I'Inspecteur par-là».
Cette fois, la médaille ne m’échappera pas.
M. l'Inspecteur Serait bien difficile, s'il n’était pas content.
Je lui ai fait visiter Plus de vingt écuries....
Ah! Francoise, M. l'Inspecteur va arriver avec les autres.
",217.0,"M'r höert nix meh wie Herr Inspakter hinge un Herr Inspakter vorne.
Diss Dür geht m'r d'r Orde nit durich.
D'r Herr Inspakter muesst schun difficil sin, wenn 'r nit zefridde mit m'r wär.
Iwer zwanzig Stallunge hawich 'm gezäjt...
Ah, Fränz, d'r Herr Inspakter kummt grad mit de-n-andere.
"
218,86.0,bien,,,43.0,frei,218.0,"Oui, vous mettez toute la maison sens dessus dessous, on en deviendrait complétement fou.
Ça ne fait rien, on ne recoit pas tous les jours une aussi belle visite.
— Ah! qu’est-ce que je voulais dire!
Le Giltbür et le Dirrebierel viennent de me dire qu’ils ne peuvent pas venir au souper.
L’un a une vache malade;
",218.0,"Jo, ihr mache-n-äm s'ganz Hüs letz, m'r wurd ganz zipfelsinni.
Macht nix, m'r bekummt nit alle Daö so nowli Visit.
— Ah, was i säuje will!
Grad saöt m'r ewe d'r Giltbüür un d'r Dirrebierel, dass se nit kumme könne zuem z’Nachtasse.
D'r änt hett e kranki Küh,
"
219,87.0,santé,,,43.0,ehrlicher,219.0,"Vous auriez pu dire cela plus tôt!
Cela ne fait rien, j'ai amené du renfort.
J'ai invité M. Pfeffer, le fils du grand épicier de la ville, chez lequel nous achetons le sucre à l’arrière-saison.
C'est tout ?!
Doucement !
",219.0,"Diss hätte se-n'äu ehnder säuje könne !
S'macht nix, ich hab renfort mitgebrocht.
Ich hab d’r Herr Pfeffer, d'r Sohn vun dem grosse-n-Epicier üs d'r Stadt, wie m'r als im Spootjohr d'r Zucker ingkäufe, ingelade.
Schunsch nix meh ?!
Dücement !
"
220,90.0,ami,,,43.0,Glück,220.0,"Ne me parlez plus de votre Monsieur de la «Sous-Préfecture».
Voulez-vous savoir ce que je pense de lui?
Je dis qu'il ne comprend rien de rien.
Comment donc un écrivassier pourrait-il entendre quelque chose au bétail?
— Croyez-vous, par hasard, qu'il y a des écuries à la Sous-Préfecture ?
",220.0,"Gehn m'r eweck mit ejrem Herre vun d'r Kreisdiraktion.
Welle-n-'r wisse, was i vum halt?
Ich saö, er versteht vum Seschter kenn Messel.
Wie sell denn so e Federfuchser ebs vum Veeh verstehn ?
— Mäne-n-'r ebbe, dass die Stallunge han drinne in d'r Kreisdiraktion ?
"
221,90.0,père,34.0,sucre,43.0,Freude,221.0,"Maintenant que vous allez recevoir la croix, vous ne devez pas penser que vous êtes plus intelligente que les autres.
Monsieur l'Inspecteur est un Monsieur qui comprend les choses, et, là-dessus, basta !
Il ne comprend rien!
Est-ce qu'il n’a pas, ce matin, — lorsqu'il a vu le bœuf gras, — demandé combien il donne de litres de lait?
Est-ce permis ?
",221.0,"Jetzt, wie r’ s'Kriz bekumme selle, muehn 'r nit mäne, dass 'r uff änmol g'schieder sin as anderi.
D'r Herr Inspakter isch e Herr, wie ebs versteht, un do d'rmit baschta !
Nix versteht 'r!
Hett 'r nit denne Morje, wie 'r 'm denne fette-n-Ochse gezäjt han, g’fröujt, wie viel Mellich, dass 'r gitt ?
Isch diss gepermettiert ?
"
222,91.0,potence,,,43.0,mein,222.0,"— Dépêchez-vous, ils peuvent arriver d'un moment à l'autre.
Et tâchez d'être bien aimable avec Seppl.
Quoi, n'avez-vous pas encore assez vu ce Seppl ?
Il ne me convient pas du tout pour Marguerite! Un pareil imbécile!
Non!
",222.0,"— Un tummle-n-i, sie wäre grad kumme.
— Un sin jo rächt arti mit'm Seppl.
Was, han 'r noch nit genue bekumme-n-am Seppl ?
Der tät m'r jetzt awer owen-eweck nit passe for s'Grethl, so e Dolle !
Nee!
"
223,91.0,père,34.0,tête,43.0,kommen,223.0,"si Marguerite épouse Seppl, ce n'est pas lui qu'elle épouse, ce sont ses champs, ses bœufs, ses vaches, sa propriété, en un mot sa fortune, et qu'est-ce qu'elle peut désirer de plus pour être heureuse ?
S'il était seulement plus intelligent, il n'y aurait pas de mal!
Plus intelligent?
Plus intelligent?
— On n'en vit pas de l'intelligence !
",223.0,"wenn 's Grethl de Seppl hieroth, no hieroth's nit inne, no hieroth's sini Aecker, sini Ochse, sini Küchj, sine Hoft, mit eim Wort sin Vermöje, un was brücht m'r meh for glickli ze sin !
Wenn 'r e biss’l g'schieder wär, diss könnt nix schade !
G'schieder wär ?
G'schieder wär ?
— Vun d'r G'schiedheit kann m'r nit era-bisse.
"
224,91.0,notaire,34.0,as,44.0,Freiheit,224.0,"Bien, mais je ne dois pas oublier de vous dire que la «Rothschæck» a fait un veau cette après-midi, une bête superbe!
Ah! un veau?!
Voila de nouveau quelque chose dont L'Inspecteur se lèchera les doigts!
Il voudra certainement le voir de suite.
Entrez!
",224.0,"Mir an, un dass i d'Redd nit vergiss, d'Rotschaeck hett Nochmiddaö e Kalwe geworfe, e Staatsexemplar !
Aha, e Kalwe ?!
Diss gitt wid'r a Schleck for de-n-Inspakter !
Diss will 'r sicher glich wid’r sehn !
Entrez!
"
225,92.0,père,34.0,raison,44.0,Fräulein,225.0,"C’est bien ainsi!
— Françoise, donnez le fauteuil à M. l'Inspecteur.
Je me réjouis que vous ayez tenu parole et que vous soyez venu.
— Marie, où sont donc les autres ?
Ils vont venir de suite, le Kläubierel les a appelés.
",225.0,"So isch recht!
— Fränz, gieb im Herr Inspakter de Fautell.
Fräjt mi, dass se Wort g'halte han un kumme sin.
— Marie, wie stecke denn d’and're?
Sie kumme grad nooch, d'r Klänbierel hett se ning geruefe.
"
