id,titleMain,titleSub,shortName,displayMode,edition,authorKeyBnf,authorKeyPnd,authorKeyVIAF,authorKeySUDOC,authorKeyWikidata,author,mtlAuId,publisher,musicBy,mtPbId,collection,licence,target,genre,sous-genre,ambiance,wikidata,numistralSource,urlNotNumistral,bnfSource,source,authorKeyBnf2,authorKeyPnd2,author2,publisher2,publisherFirstEdition,mtPbIdFed,print,thisEdition,premiere,premiereDate,written,premiereCity,premiereTheater,nb actes,nb scenes/acte,hasScenes,castListLang,castListIntro,roleDescSeparator,lang,comments,synthesis
103,D'Pariser Reis,Schwank in dreij Akt vun G. Stoskopf. Mit-e-re Deckenzeichnung vun L. Schnug,stoskopf-d-pariser-reis,html,,,,,,Q923554,Gustave Stoskopf,25,Schlesier & Schweikhardt,,1,,,,comedy,schwank,urbaine (2. Akt rurale),Q107248287,bpt6k9109592t,,,Numistral,,,,,,,1900,,,,,,,3,,,ger,Personen:,,,"character names supposed to be funny (Stift --> Gerichtssekretär, Linse --> Photograph)",
104,S'Chinesisch Loos,Schwank in 1 Akt in Stroßburjer Mundart vun Ferd. Bastian,bastian-s-chinesisch-loos,ntav,4. Uflaa,,,,,Q13099282,Ferdinand Bastian,1,"Buech- un Kunschtverlaa C. A. Vomhoff, Stroßburj i. E.",,5,,,,comedy,schwank,urbaine,,bpt6k9109762c,,,Numistral,,,,,,,1903,1920,,,,,,1,9,,gsw,Persone:,,,"same play basically as 45 Meischter hat gewunne, most characters are the same, with same name (some additions here though)",
105,Er hieroth sini Frau!,Schwank in 1 Akt vun Gustave Stoskopf,stoskopf-er-hieroth-sini-frau,html,,,,,,Q923554,Gustave Stoskopf,25,"Buchhandlung Ernest Finck, Blauwolkengasse 27, Strasbourg",,7,,,,comedy,schwank,urbaine,Q107261114,bpt6k9109627k,,,Numistral,,,,,,,not before 1909,,,,,,,1,,,gsw,Persone:,,,"character descriptions not similar to other Stoskopf plays in the corpus, here he makes humorous comments about the characters lkie ""hett 's Pulver nit erfunde""
(makes fun of the maid btw)
""Succursale Strasbourgeoise du grand institut matrimonial de Paris""
a lot of code switching
it's about a marriage broker who remarries a couple who had separated. What the man didn't like was his mother-in-law, but the marriage broker marries her to an American farmer and they move to Texas, so that's the perfect solution for everyone

le ""not before 1909"" car il y a des pièces annoncées dans la pub de la fin de cette année, donc au plus tôt publiée là","Rummelle vient d’ouvrir une filiale strasbourgeoise du grand institut matrimonial international de Paris, où il aide les gens à se trouver un mari ou une femme. Il embauche une secrétaire, Marie, pour l’aider à gérer les arrivées des clients. La première cliente est Amélie Blitzig, une couturière qui cherche un mari. Le deuxième client est Fritz Wehmut, un homme divorcé qui voudrait se remarier. Il aime encore son ex-femme, mais ils ont dû divorcer à cause du comportement étouffant de la belle-mère de Fritz. Rummelle fait se rencontrer Amélie et Wehmut, mais la rencontre se passe mal et Fritz veut partir. Une nouvelle cliente arrive, Mme Schmidt, une veuve qui souhaite se remarier. Rummelle fait se rencontrer Mme Schmidt et Wehmut, mais il s’avère que Mme Schmidt est l’ancienne belle-mère de celui-ci, avec qui il ne s’entendait pas du tout. Wehmut s’en va. Amélie demande où Wehmut est parti, car il lui a plu et elle voudrait se marier avec lui. Rummelle lui dit qu’il est parti, et Amélie s’en va pour essayer de le trouver. Le prochain client est Smith, un général américain qui souhaite se remarier et partir au Texas. Smith et Mme Schmidt font connaissance et se plaisent. La prochaine cliente est Lisa Wehmut, la fille de Mme Schmidt et l’ex-femme de Fritz Wehmut, qui cherche à se remarier. Elle aussi aime toujours son ex-mari, mais sait que sa mère pose problème. Rummelle fait se rencontrer Lina et Fritz, qui décident de se remarier en apprenant que Mme Schmidt va épouser le général Smith et partir au Texas. (Synopsis by B. Hoff, MeThAL)"
106,D'r Abschied,Dramolet in einem Aufzuge in elsässischer Mundart von Julius Greber,greber-dr-abschied,ntav,,,,,,Q91904226,Julius Greber,5,Schlesier & Schweikhardt,,1,,,,drama,dramolet,urbaine,,bpt6k91095544,,,Numistral,,,,,,,1910,,,,,,,1,12,,ger,Personen.,,,"Part of it is a father who goes to pick up his daughter at her lover's? fiancé's ? house (he's a doctor in Strasbourg), the doctor pretends he doesn't know her. There's a scene with a revolver.",
107,Der Tolle Morgen,Lustspiel in zwei Acten zum Theil in Straßburger Mundart von Alph. Pick. Mit Wörterbuch und Bemerkungen über den Straßburger Dialekt,pick-der-tolle-morgen,html,Zweite umgearbeitete Auflage,,,,,Q3089560,Alphonse Pick,19,"Verlag von A. Schneider, Kleberplatz, 17, Straßburg",,26,,,,comedy,lustspiel,rurale,,bpt6k9109670k,,,Numistral,,,,,G. Silbermann,87,1864,1877,,,,,,2,1:16 scenes - 2:11 scenes,,ger,Personen.,,,"only ""zum Theil"" in Straßburger Mundart
has a dictionary of Strasbourg dialect terms
there's also a short essay discussing how a Mundart is just as able to express complex content as an official language. Also mentions that the dialect in Pfingstmontag by then outdated is, that people at the time (60 years later) speak differently and that Strasbourg dialect has developed a lot in those 60 years
has poems or songs

i think comedy cos has singing",
108,E H ,oder s'Gezaicht Trousseau (Lustspiel in Strassburger Mundart),anonymous-e-h,html,,,,,,,anonymous,34,E. Gottlieb,,27,,,,comedy,lustspiel,urbaine,,bpt6k9109549t,,,Numistral,,,,,,,1889,,,,,,,1,17,,gsw,Personen:,,,"assez différente d'autres pièces, car:
- auteur non nommé, semble être un groupe de ca. 7 personnes à Schiltigheim d'après une inscription à crayon sur la pièce (par la Bibliothèque)
- didascalies généralement en français
- didascalies ""de personnage"" dans le sens qu'elles vont juste après le nom du personnage, SANS PARENTHÈSE
- chaque locuteur centré dans son propre paragraphe plutôt que avant son tour de parole --> script pour traiter sera assez différent des autres
- imprimée sur une seule face des feuilles

Emma's father had prepared a trousseau de mariage with all initialed items (cutlery, cookware etc.) but then the fiancé (E H) refused to marry. So he decides to only accept a new groom if the initials are the same. One such pretender shows up (a grocer), however Emma does not like him. She likes the photographer. In the end, she can marry the photographer because the mother had already sold the trousseau to the person who married the first fiancé

- Tutoiement et des blagues avec, ""Comment dis-tu?"" Nein, commandité"" etc. 
- seems like a very funny play with nice verbal humour","Emma Nauelspitz est en âge de se marier mais son père, Guschdav Nauelspitz, ne lui a pas encore trouvé de mari. Il avait arrangé le mariage de sa fille avec Ernest Huguenin, mais celui-ci s’est marié avec une autre entre-temps. Nauelspitz avait cependant déjà laissé faire un trousseau avec les initiales de Ernest Huguenin sur chaque pièce, et il cherche donc un homme avec les initiales E H qui se marierait avec sa fille. Nauelspitz avait rencontré quelqu’un dans un magasin qui lui avait prêté de l’argent et qui s'appelle Eugène Hansmännel, mais il n’a pas réussi à le trouver dans l’annuaire pour le recontacter. Emile Howelspähn, un jeune épicier, a fait une erreur lors d’une commande, et se rend chez Nauelspitz pour lui expliquer qu’il lui doit de l’argent. Nauelspitz ne l’écoute pas vraiment, car il est heureux d’avoir trouvé quelqu’un avec les initiales E H. Il lui propose tout de suite d’épouser sa fille Emma, et il accepte. Emma n’est pas enchantée, car elle est amoureuse du voisin, un photographe qu’elle a rencontré à l’orchestre. Il vient lui rendre visite et rencontre Nauelspitz, qui se rend compte que leur voisin est Eugène Hansmännel, l’homme qui lui avait prêté de l’argent. Nauelspitz est heureux d’avoir trouvé un homme aux initiales E H qui plaît à Emma. Emile Howelspähn revient avec ses beaux habits, mais Nauelspitz lui dit qu’il a trouvé un autre mari pour Emma. Eugène montre des photos à Nauelspitz, qui voit que ses initiales sont E A et non E H, car Ansmännel s’écrit avec un A. Il le renvoie alors chez lui, et annonce qu’Emma se mariera quand même avec Emile Howelspähn. Emma et Mme Nauelspitz demandent des explications, et Nauelspitz révèle que c’est à cause du trousseau qu’il faut qu’Emma épouse un homme aux initiales E H. Mme Nauelspitz révèle qu’elle a vendu le trousseau à la femme de Ernest Huguenin. Comme le trousseau n’est plus un problème, Nauelspitz annonce qu’Emma peut épouser qui elle veut. Emma et Eugène Ansmännel sont donc fiancés, la famille part chez le notaire, et Emile Howespähn est à nouveau renvoyé chez lui, mais ne doit plus rembourser l’argent. (Synopsis by B. Hoff, MeThAL)"
109,Die Greifensteiner,"oder Hugo, der Abtrünnige. Volksstück im Elsässer-Dialekt in 4. Akten von Emile Wagner",wagner-die-greifensteiner,html,,,,,,Q97034509,Emile Wagner,27,"Theater Verlag  Rouffach, Imprimerie J. Keller-Immelé",,18,,,,drama,volksstück,"rurale (3. Akt urbaine, 2 et 4 Schloss Hoh-Barr)",,bpt6k9109758g,,,Numistral,,,,,,,1930,,,,,,,4,1:5 scenes - 2:11 scenes - 3:5 scenes - 4:4 scenes,,ger,Personen:,,,"Interesting ad at back, Tombola-Röllchen für Vereine
This was bought in 1953 or a bit later, cos there's (front page) an ad for 50% discount given the 30th anniversary (1923-1953)
Is the title an allusion to https://de.wikipedia.org/wiki/Der_Unbestechliche ?? (cos the author of that play is Hugo von Hoffmannsthal, and the character names remind of that name)
I think drama cos someone dies in the last page","Volksstück en 4 actes. La pièce dramatique se situe au début du 13e siècle et met en scène des personnages de famille noble, ce qui se distingue des pièces comiques. Hugo Greifensteiner est rempli de haine et de jalousie contre son frère Rudolf, car celui-ci a pris pour femme celle que Hugo aime. Il décide donc de se venger en gardant prisonnier son propre frère au fonds d’un ancien puits, malgré les nombreux essais de son frère de sang Walter pour le faire changer d’avis. Hugo n’éprouve presque aucune scrupule et n’hésite pas de mentir et de jouer la comédie pour parvenir à ses fins, notamment d’ « obtenir le paradis sur terre » à travers la gloire et la fortune. Lors d’une croisade, son caractère opportuniste se manifeste avec le reniement du Christianisme: il devient musulman pour obtenir les grâces du sultan. Cependant, il change immédiatement de camp lorsqu’arrivent les troupes chrétiennes pour conquérir la ville et réussit même à impressionner l’empereur. Walter lui reste fidèle jusqu’à se sacrifier pour lui sauver la vie. Hugo ne regrette ses méfaits seulement après avoir été blessé mortellement par un chevalier, et meurt en demandant pardon à son frère Rudolf, libéré. L’amour romantique n’est pas au centre de l’intrigue, mais plutôt la lutte entre le Mal et le Bien, incarnés respectivement par Hugo et Walter (la conscience morale et juste). D’autres valeurs sont mises en contraste dans la pièce: la foi et la mécréance, l’amour platonique et la jalousie, la fidélité et la trahison etc. (Synopsis by A. Li-Thiao-Té, MeThAL)"
110,Drei schwarze Liebschafte,Theaterstück uf Milhüserditsch mit Gsang.,lustig-drei-schwarze-liebschafte,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-drei-schwarze-liebschafte.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Drei_schwarze_Liebschafte,,Wikisource,,,,,Imprimerie Brustlein & Cie.,94,1879,1909,1879,2. Février 1879,,,Cercle Mulhousien,1,16,,gsw,PERSONE:,,,,
111,Hans Dich Hat's!,Theaterstück uf Milhüserditsch mit Gsang.,lustig-hans-dich-hats,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-hans-dich-hats.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Hans_Dich_hat%27s,,Wikisource,,,,,,,1879,,1879,22. November 1879,,,Cercle Mulhousien,1,8,,,,,,,
112,Im Gretele sine Künstler,Theâterstück uf Milhüserditsch mit Gsang.,lustig-im-gretele-sine-kunstler,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-im-gretele-sine-kunstler.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Im_Gretele_sine_K%C3%BCnstler,,Wikisource,,,,,,,1880,,1880,1. Février 1880,,,Cercle Mulhousien,1,6,,,,,,,
113,Milhüser Bilder,"Theater-Rundschaü uf Milhüserditsch mit Gsang, componiert fir's Bankett vom Cerle Mulhousien 13. März 1880.",lustig-milhuser-bilder,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-milhuser-bilder.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Milh%C3%BCser_Bilder,,Wikisource,,,,,,,1880,,1880,13. März 1880,,,Cercle Mulhousien,1,6,,,,,,,
114,D'Milhüser in Paris,Theaterstück uf Milhüserditsch mit Gsang.,lustig-d-milhuser-in-paris,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-d-milhuser-in-paris.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/D%27Milh%C3%BCser_in_Paris,,Wikisource,,,,,,,1880,,1880,9. December 1880,,,Cercle Mulhousien,1,7,,,,,,,
115,Dr Astronom,Theaterstück uf Milhüserditsch mit Gsang.,lustig-dr-astronom,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-dr-astronom.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Dr_Astronom,,Wikisource,,,,,,,1881,,1881,6. Février 1881,,,Cercle Mulhousien,1,11,,,,,,,
116,D'Tante Domino,Theaterstück uf Milhüserditsch mit Gsang.,lustig-d-tante-domino,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-d-tante-domino.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/D%27Tante_Domino,,Wikisource,,,,,,,1881,,1880,15. December 1880,,,Cercle Mulhousien,1,9,,,,,,,
117,Ne Hiroth dur d'Extrapost,Komische Scene mit Gsang.,lustig-ne-hiroth-dur-d-extrapost,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-ne-hiroth-dur-d-extrapost.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Ne_Hiroth_dur_d%27Extrapost,,Wikisource,,,,,,,1882,,1882,2. Jüli 1882,,Pfastadt,Fasaneri vom Herr HÆFELY,1,3,,,,,,,
118,D'Hüslit vo dr Fraü Suppedunke,Theaterstück uf Milhüserditsch mit Gsang.,lustig-d-huslit-vo-dr-frau-suppedunke,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,rurale,,lustig-d-huslit-vo-dr-frau-suppedunke.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/D%27H%C3%BCslit_vo_dr_Fra%C3%BC_Suppedunke,,Wikisource,,,,,,,1882,,1883,17. Jànner 1883,,,Cercle Mulhousien,1,10,,,,,,,
119,Zwei Erfindunge,Theaterstück uf Milhüserditsch mit Gsang.,lustig-zwei-erfindunge,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-zwei-erfindunge.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Zwei_Erfindunge,,Wikisource,,,,,,,1884,,1884,3. Février 1884,,,Cercle Mulhousien,1,8,,,,,,,
120,Im Julie si G'heimniss,Theaterstück uf Milhüserditsch mit Gsang.,lustig-im-julie-si-gheimniss,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-im-julie-si-gheimniss.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Im_Julie_si_G%27heimniss,,Wikisource,,,,,,,1885,,1885,14. Février 1885,,,Cercle Mulhousien,1,17,,,,,,,
121,Ne Scandal,Komische Scene mit Gsang.,lustig-ne-scandal,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-ne-scandal.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Ne_Scandal,,Wikisource,,,,,,,1885,,1885,14. Février 1885,,,Cercle Mulhousien,1,4,,,,,,,
122,Vor un no dr Hochzit,Theaterstück uf Milhüserditsch mit Gsang.,lustig-vor-un-no-dr-hochzit,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-vor-un-no-dr-hochzit.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Vor_un_no_dr_Hochzit,,Wikisource,,,,,,,1885,,1885,28. November 1885,,,Cercle Mulhousien,2,1:9 - 2:8,1,,,,,,
123,In dr Falle,Theaterstück uf Milhüserditsch mit Gsang.,lustig-in-dr-falle,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-in-dr-falle.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/In_dr_Falle,,Wikisource,,,,,,,1886,,1885,9. April 1885,,,Cercle Mulhousien,1,10,,,,,,,
124,Bi de Wilde,"Komische Scene mit Gsang, componiert fir dr Cercle Mulhousien.",lustig-bi-de-wilde,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,rurale,,lustig-bi-de-wilde.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Bi_de_Wilde,,Wikisource,,,,,,,1886,,1886,9. April 1886,,,Cercle Mulhousien,1,3,,,,,,,
125,D'G'sellschaftere,Theaterstück uf Milhüserditsch mit Gsang.,lustig-d-gsellschaftere,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-d-gsellschaftere.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/D%27G%27sellschaftere,,Wikisource,,,,,,,1887,,1887,6. Février 1887,,,Cercle Mulhousien,1,18,,,,,,,
126,D'Singstund,"Komische Scene mit Gsang, componiert fir dr Cercle Mulhousien.",lustig-d-singstund,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Brustlein & Cie.,,94,,,,comedy,,urbaine,,lustig-d-singstund.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/D%27Singstund,,Wikisource,,,,,,,1887,,1887,2. Février 1887,,,Cercle Mulhousien,1,2,,,,,,,
127,Dr Chineserfranz,Zwei Theaterstück uf Milhüserditsch mit Gsang.,lustig-dr-chineserfranz,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Veuve Bader & Cie.,,93,,,,comedy,,rurale,,lustig-dr-chineserfranz.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Dr_Chineserfranz,,Wikisource,,,,,,,1891,,1892,6. Février 1892,,,Stadttheater vom G'sangverein « SAINTE CÉCILE »,1,5,,,,,,,
128,Drizehne,Zwei Theaterstück uf Milhüserditsch mit Gsang.,lustig-drizehne,ntav,,,,,,Q17038136,August Lustig,36,Imprimerie Veuve Bader & Cie.,,93,,,,comedy,,urbaine,,lustig-drizehne.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Drizehne,,Wikisource,,,,,,,1891,,1892,6. Février 1892,,,Stadttheater vom G'sangverein « SAINTE CÉCILE »,1,12,,,,,,,
129,"Ne Jumpfre, wo nitt hirothe will",Theaterstück uf Milhüserditsch mit Gsang.,lustig-ne-jumpfre-wo-nitt-hirothe-will,ntav,,,,,,Q17038136,August Lustig,36,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,,comedy,,urbaine,,lustig-ne-jumpfre-wo-nitt-hirothe-will.png,"https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Ne_Jumpfre,_wo_nitt_hirothe_will",,Wikisource,,,,,,,1895,,1895,29. Mai 1895,,,Stadttheater vo dr Societät « CERCLE THÉATRAL »,1,4,,,,,,,
130,Dr Fechtmeister,Theaterstück uf Milhüserditsch mit Gsang.,lustig-dr-fechtmeister,ntav,,,,,,Q17038136,August Lustig,36,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,,comedy,,urbaine,,lustig-dr-fechtmeister.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Dr_Fechtmeister,,Wikisource,,,,,,,1895,,1895,29. Mai 1895,,,Stadttheater vo dr Societät « CERCLE THÉATRAL »,1,12,,,,,,,
131,"Babette, mach 's Fenster züe",Theaterstück uf Milhüserditsch mit Gsang.,lustig-babette-mach-s-fenster-zue,ntav,,,,,,Q17038136,August Lustig,36,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,,comedy,,urbaine,,lustig-babette-mach-s-fenster-zue.png,"https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Babette,_mach_%27s_Fenster_z%C3%BCe",,Wikisource,,,,,,,1895,,,,,,,1,6,,,,,,,
132,Uf B'süech bi dr Fraü,Theaterstück uf Milhüserditsch mit Gsang.,lustig-uf-bsuech-bi-dr-frau,ntav,,,,,,Q17038136,August Lustig,36,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,,comedy,,urbaine,,lustig-uf-bsuech-bi-dr-frau.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Uf_B%27s%C3%BCech_bi_dr_Fra%C3%BC,,Wikisource,,,,,,,1895,,,,,,,1,19,,,,,,,
133,Z'Nacht am Zehne,Komische Scene uf em Spittelplatw,lustig-z-nacht-am-zehne,ntav,,,,,,Q17038136,August Lustig,36,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,,comedy,,urbaine,,lustig-z-nacht-am-zehne.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Z%27Nacht_am_Zehne,,Wikisource,,,,,,,1896,,,,,,,1,,,,,Komische Scene uf em Spittelplatz,,,
134,Dr Hochzitstag,Monolog mit Gsang,lustig-dr-hochzitstag,ntav,,,,,,Q17038136,August Lustig,36,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,,comedy,monologue,urbaine,,lustig-dr-hochzitstag.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Dr_Hochzitstag,,Wikisource,,,,,,,1896,,,,,,,1,,/,,,Monolog mit G'sang,,,
135,Am letzte Maskebal,Fasenachtscene.,lustig-am-letzte-maskebal,ntav,,,,,,Q17038136,August Lustig,36,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,,comedy,fasenachtscene,urbaine,,lustig-am-letzte-maskebal.png,https://als.wikipedia.org/wiki/Text:August_Lustig/A._Lustig_S%C3%A4mtliche_Werke:_Band_2/Am_letzte_Maskebal,,Wikisource,,,,,,,1896,,,,,,,1,2,,,,"Fasenachtscene, wo sich züeträit... wo me will",,,
137,Wihnachtsstimme,Weihnachtsstück im Dialekt aus der Zeit der grossen Revolution in 2 Akten,weber-wihnachtsstimme,html,,,,,,Q97120017,Charles Weber,29,Société Alsacienne d'Édition (Alsatia) S.A.,,,,,,tale,weihnachtsstück,urbaine,Q107245664,https://www.numistral.fr/ark:/12148/bpt6k9109600x,,,Numistral,,,,,,,1920,,,,,,,2,1:6 auftritte - 2:5,,ger,Personen:,,,,
138,Am Wihnachtsowe bym 'e Kriejsblinde,E Wihnachtsstüeck in eim Akt,weber-am-wihnachtsowe-bym-e-kriejsblinde,html,,,,,,Q97103623,Emile Weber,28,Sostralib,,,,,,tale,weihnachtsstück,urbaine,Q106636780,https://www.numistral.fr/ark:/12148/bpt6k9109724p,,,Numistral,,,,,,,1927,,,,,,,1,5,,gsw,,,,,"Pièce de Noël en 1 acte. Albert Braun s’est fait blessé par une mine à la guerre en sauvant un soldat, et est aveugle depuis. Il vit avec ses deux petits enfants (Jeanne et Charele) et sa vieille mère dans un petit appartement. Il gagne peu d’argent en tant qu’accordeur de pianos et comme sa femme est morte depuis peu, ils sont très pauvres. C’est le soir de Noël et le propriétaire leur ordonne de quitter l’appartement le jour de l’an, estimant qu’il leur a laissé assez de temps pour en chercher un autre. Braun et la grand-mère essayent malgré la situation financielle difficile de créer une ambiance de Noël pour les enfants. Jeanne a un accident en traversant la rue, se fait presque écrasée et tombe dans les pommes mais n’a pas de blessures. L’homme qui conduisait la voiture, Henri, est un docteur et la ramène chez Braun qui est très inquiet. Henri s’avère être le jeune soldat que Braun a sauvé à la guerre, et il promet de bien s’occuper de Braun désormais pour lui montrer sa reconnaissance. Il offre aux enfants de plus de nombreux cadeaux de Noël et la pièce finit sur une scène réconfortante de famille réunie à Noël avec de l’espoir pour un futur meilleur. Pièce dédiée à l’Amicale des Aveugles de Guerre de l’Est et le profit tiré de la vente de la pièce est reversé à ladite association. (Synopsis by A. Li-Thiao-Té, MeThAL)"
139,Mossieu le maire,Traduction vers le français de D'r Herr Maire,stoskopf-mossieu-le-maire,ntav,,,,,,Q923554,Gustave Stoskopf,25,F. X Le Roux,,3,,,,comedy,,rurale,,bpt6k9109713w,,,Numistral,,,,,,,1903,1922,,,,,,3,1:16 - 2:29 - 3:11,,de,Personnages :,,,,
140,D'r Juckel,,,html,,,,,,,,,,,,,,,,,,,,,,Numistral,,,,,,,,,,,,,,,,,,,,,,
141,Wittman,,,html,,,,,,,,,,,,,,,,,,,,,,Numistral,,,,,,,,,,,,,,,,,,,,,,
142,Automat,,,html,,,,,,,,,,,,,,,,,,,,,,Numistral,,,,,,,,,,,,,,,,,,,,,,
143,Scharele,,,html,,,,,,,,,,,,,,,,,,,,,,Numistral,,,,,,,,,,,,,,,,,,,,,,
144,Soloscenen (Clemens),,,html,,,,,,,,,,,,,,,,,,,,,,Numistral,,,,,,,,,,,,,,,,,,,,,,
145,Die Frau Pfarrerin,Lustspiel in einem Aufzug bey Gelegenheit der lutherischen Jubelfeier,anonymous-die-frau-pfarrerin,ntav,,,,,,,anonymous,34,S. König,,82,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1817,,,,,,,1,,,,,,,,
146,Daniel oder der Strassburger auf der Probe,Lustspiel mit Gesang in zwey Aufzügen.,stober-daniel-oder-der-strassburger-auf-der-probe,ntav,,,,,,Q3049296,Ehrenfried Stöber,37,G. L. Schuler,,81,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1823,,,,,,,2,,,,,,,,
147,Die Meisenlocker,(Eine häusliche Scene aus unseren Tagen),hirtz-die-meisenlocker,ntav,,,,,,Q3014172,Daniel Hirtz,38,"Ph. H. Dannbach (tirage à part des ""Affiches de Strasbourg"" de 1839)",,83,,,,,,,,,,,Gall,,,,,,,1839,,,,,,,,,,,,,,,
148,D'Husmittel,e Komödie wo au ebbs vunn de Hxenmeister unn de respektable Schlofer vorkummt; uff'gsetzt vun der Frau Bärwel von Blappermuul,francois-d-husmittel,ntav,,,,,,Q3130338,Henri-Auguste François,39,"Tirage à part des ""Affiches de Strasbourg"" de 1842 Nos. 30-45)",,85,,,,comedy,,,,,,,Gall,,,,,,,1842,,,,,,,,,,,,,,,
